index,specificity,sensitivity,ppv_0.1,npv_0.1,ppv_0.2,npv_0.2,ppv_0.3,npv_0.3,ppv_0.4,npv_0.4,ppv_0.5,npv_0.5,ppv_0.6,npv_0.6,ppv_0.7,npv_0.7,ppv_0.8,npv_0.8,ppv_0.9,npv_0.9
0,0.985,0.42666666666666664,0.7596439169139464,0.9392548119371358,0.8767123287671232,0.8729689807976366,0.9241877256317689,0.8003482298316889,0.9499072356215212,0.7204388459975619,0.9660377358490566,0.6320855614973262,0.9770992366412213,0.5338753387533876,0.9851566794942276,0.4240612293709639,0.9912875121006777,0.3004575495678698,0.9961089494163424,0.1602929210740439
1,0.978145065125665,0.9671497584541062,0.8309959197747255,0.9962822926409922,0.9171038611801714,0.9916738511731895,0.9499139437415423,0.9858109876032682,0.967215373604543,0.9781008293847164,0.977902091848742,0.9675070286388919,0.9851587409728846,0.9520397288173422,0.9904083505705401,0.9273313601999141,0.9943824203935537,0.881572316536949,0.9974954816575994,0.7678969895270281
2,0.575,0.7416666666666667,0.1624087591240876,0.9524539877300613,0.30375426621160406,0.8990228013029317,0.42788461538461536,0.8385416666666666,0.5377643504531722,0.7695167286245354,0.6357142857142857,0.6900000000000001,0.7235772357723578,0.5974025974025974,0.8028350515463917,0.48820754716981146,0.8746928746928747,0.35751295336787553,0.9401408450704226,0.19827586206896547
3,0.9809782608695652,0.7913043478260869,0.8221343873517785,0.9769078116543387,0.9122807017543858,0.9495002630194634,0.9468892261001517,0.9164430260390222,0.9651972157772621,0.8757884522076662,0.9765258215962441,0.8245774326176337,0.9842271293375394,0.7580848383032339,0.9898028552005438,0.6682710107367642,0.994026284348865,0.5402574079616881,0.9973361747469366,0.3430906671735411
4,0.8463235294117647,0.9561624649859944,0.408747324462273,0.9942776439615889,0.6086840228245365,0.9872161411534063,0.7272630429572026,0.9782831173787099,0.8057477538615877,0.9666208992628338,0.8615326371580907,0.9507532549266413,0.9032215386650789,0.9279051019232984,0.9355579156531569,0.8921712169494447,0.9613715774372695,0.8283697179478393,0.9824552987875808,0.6820452044357913
